"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PAC9ELLA","journalArticle","2018","RIVERA, JOSEPH","SPIRITUAL EXERCISES IN A SECULAR AGE: PROSPECTS FOR A THEOLOGICAL REDUCTION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/71ee4f45-4512-30df-a56c-e4b51d340a52","Phenomenology, as a particular idiom or style of philosophical reflection, is one not wholly free of theological supposition. Perhaps the learned consensus in the academy today is that philosophical discourse, without first abandoning its judicious commitment to rigor and principled reason, never may have meaningful and fruitful interchange with theology. In many contemporary French currents of phenomenology that flow through to the wider discourse of philosophy of religion there have been strong theological inclinations at play for some time now, whose collective force is able to keep at bay those impulses that might otherwise reconfigure the relationship between philosophy and theology into an antithetical imperative. The inner constitution of philosophy and theology, as recent voices have articulated it, has been strengthened by a spirituality that advances the creature's desire for God under the form of a particular philosophical articulation, the phenomenological reduction, which","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","307-327","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Spiritual exercises; Phenomenology; Philosophy & religion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YM4EEH8U","journalArticle","2018","MARION, JEAN-LUC","THE IRREDUCIBLE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/63d4346d-72e3-39bc-a384-e3619592f451","that which we cannot speak, must we remain silent? Probably-especially if we understand why we cannot say anything about it, and have good reason for not speaking. If there is no good reason to talk about it, then we should stay silent. Yet without this prerequisite of having good reason, we could always resort to silence simply through negligence, carelessness, or more often, bad faith. The inability to say anything, or to have nothing to say, can at times come from our decisions, explicitly or implicitly. At other times, in remaining silent, we persist under the conditions of speaking, namely, by thinking.2 Overall, if the questions we pose concerning that which we deem unspeakable are poor, and incapable of receiving an answer, it remains possible, instead of abolishing them without further trial, to interrogate them in such a way that we might find in them another formulation; a first sense, the original utterance of which was spontaneously prohibited.","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","328-337","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Religion; Metaphysics; Silence; God","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWM82BAV","journalArticle","2018","MURCHADHA, FELIX Ó","A PHENOMENOLOGY OF THE INFINITE: HORIZON, FAITH, LOVE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/20421d8c-a256-319d-9233-d2bd1dc0ec18","The essential relation of the infinite to the finite, suggested already in the word itself, has troubled philosophical thinking at least since Descartes. To speak of the finite and the infinite is already to speak of horizon: the horizon of understanding, the horizon as limitation, the horizon as opening towards and beyond the finite objects of perception and knowledge. From Descartes to Levinas the infinite is the moment of the divine which both implies and problematizes all horizons. The infinite in this sense makes inescapable the question of the possibility of revelation, the horizon in which revelation is or is not possible.","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","339-352","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Faith; Love; Phenomenology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXAC3YDL","journalArticle","2018","KLUN, BRANKO","Horizon, Transcendence, and Correlation: Some Phenomenological Considerations.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/50b5b954-e040-3678-985f-97160353adbc","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","353-366","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Phenomenology; 1859-1938; Edmund; Husserl; Transcendence (Philosophy)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INRJP9CW","journalArticle","2018","HART, JAMES G.","TRANS-SORTAL KNOWING IN THE CLOUD OF UNKNOWING AND BOOK OF PRIVY COUNSELLING: SOME PHENOMENOLOGICAL CONSIDERATIONS.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/0450a52a-6aef-3276-bdf4-dd2901514083","The overall theme of","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","369-395","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophy; The (Book); Phenomenology; Cloud of Unknowing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNAHCA3P","journalArticle","2018","ALVIS, JASON","THE POLITICAL AS SATURATED PHENOMENON: MARION'S GIVENNESS AND THE IRRECONCILABILITY OF POLITICS AND LOVE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/9477fa69-d4a4-37ba-b936-567b8a1d8f55","Liebe deinen Nächsten. Love your neighbor. The 2013 FPÖ candidate for chancellor of Austria, H.C. Strache, was sharply criticized for the politicization of the command of love in the service of a political agenda that insinuated the governmental","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","396-414","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Love; Practical politics; Economic status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65ZKJTSK","journalArticle","2018","DE WARREN, NICOLAS","DARKNESS OVER THE DEEP: LEVINAS AND THE EVIL OF BEING.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/9e2d3516-38d9-33a6-b434-b91cf269e399","The misery of the 20<sup>th</sup> century has indelibly rendered evil the least academic of problems in transforming its enigma into one of the more urgent questions for philosophical reflection in our times, and for some, for all time. As widely acknowledged, the phenomenon of evil poses a fundamental challenge for philosophy as well as theology. Significant is less the acknowledgment of this challenge per se, but the manner in which this challenge is accepted and met:","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","415-431","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Good & evil; National socialism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJDCWALP","journalArticle","2018","BORNEMARK, JONNA","PHENOMENOLOGY OF SECULAR SOCIETY AND ITS SCIENTISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/e1fa86dd-6500-31c3-a96f-ad76bb6e2bf5","Since its inception, phenomenology has been a forceful power against scientism and positivism. For this reason, among others, it has the capacity to give us tools to develop nuanced understandings of religion and to see beyond what Heidegger called onto-theology, i.e., the understanding of the divine as a highest being and as an object of thought on the one hand, and on the other hand, being as a generality. But it has not given us the same nuanced understanding of the secular society. Perhaps this is due to the strong criticisms and skepticisms railed against technology and the modern society, most present, for example, in Heidegger's philosophy, and later even more explicit in the phenomenology of Klaus Held and Michel Henry.1 But these criticisms tend to only be conservative and when posed to political questions, lose their radical force and dynamic capacity. There is also a risk for phenomenology, just as for any philosophy, to lock itself and its criticisms against modern society","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","432-445","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Secularism; Phenomenology; Scientism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KDBEEV9S","journalArticle","2018","MENSCH, JAMES","THE INTERTWINING OF BINDING AND UNBINDING IN THE RELIGIONS OF THE BOOK.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/a84860e8-b646-3709-85c6-fdb2ae0157fd","The religions of the book, Islam, Christianity, and Judaism, all accept the Mosaic Pentateuch. They thus share the belief, expressed in Genesis, in a God who fashioned the world. From this belief they draw two very different lessons. The first is a universal claim drawn from the conception of a unique creator of the universe. They assert that the laws that express his creative will are all-encompassing. Philosophically, this translates into a sense that things are","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","446-454","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Religion; Bible. Genesis; Wisdom of God","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3FJT7JK","journalArticle","2018","DODD, JAMES","VIOLENCE AND RELIGION, OR BETWEEN TYRANNY AND CARE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/40694892-3e55-3d6c-8572-5dff3d04d973","Often the discussion of religious violence, as with violence in general, tends to be guided by the question of the justification of violence as a means. Theological variants of just war theory are a case in point. So for example Aquinas, drawing on Augustine, develops a conception of a","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","455-479","","2","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Religion; Religiousness; Violence; Justification (Ethics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5MDTRBH","journalArticle","2018","BEINER, RONALD","BENJAMIN'S CONCEPT OF HISTORY AS A SOURCE OF ARENDT'S IDEA OF JUDGMENT.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/3e3da664-0e10-356a-ba94-6ac09eccd708","","2018","2026-02-05 00:51:18","2026-02-05 02:12:45","","1-16","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1892-1940; Benjamin; Walter; 1906-1975; Arendt; Hannah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3HJYGKN","journalArticle","2018","BIELIK-ROBSON, AGATA","LOVE STRONG AS DEATH: JEWS AGAINST HEIDEGGER, ON THE ISSUE OF FINITUDE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/a7a46a81-dfbf-3f5b-b21b-ffbd9ab469a5","","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","17-36","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Jews; The; Finite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS4GIJPJ","journalArticle","2018","DEAN, JODI","COLLECTIVE DESIRE AND THE PATHOLOGY OF THE INDIVIDUAL.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/3ff82b84-5252-3852-b8b8-f857b28b3c7a","","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","36-49","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Capitalism; Berardi; Franco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKIHSGH3","journalArticle","2018","CAPUTO, JOHN D.","IF THERE IS SUCH A THING: POSSE IPSUM, THE IMPOSSIBLE, AND LE PEUT-ÊTRE MÊME READING CATHERINE KELLER'S CLOUD OF THE IMPOSSIBLE.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/111d1fdd-fe87-36b3-a43a-6d831c2309d3","","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","37-56","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Catherine; Cloud of the Impossible: Negative Theology & Planetary Entanglement (Book); Keller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z7EXNH4","journalArticle","2018","FITZGERALD, PADRAIC","BIOPOLITICS AND VAJRAYANA BUDDHISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/19de0c7e-60e4-3412-88b7-0155f8492d23","","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","50-77","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Biopolitics (Philosophy); Tantric Buddhism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E77PIPUQ","journalArticle","2018","OGUNNAIKE, OLUDAMINI","FROM HEATHEN TO SUB-HUMAN: A GENEALOGY OF THE INFLUENCE OF THE DECLINE OF RELIGION ON THE RISE OF MODERN RACISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/25c2e4cc-260e-30ed-8d57-7d196ff0151e","The medieval European world? knew the black man chiefly as a legend or occasional curiosity, but still as a fellow man? The modern world in contrast, knows the Negro chiefly as a bond slave in the West Indies and America. Add to this the fact that the darker races in other parts of the world have, in the last four centuries lagged behind the flying and even feverish footsteps of Europe, and we face today a widespread assumption throughout the dominant world that color is a mark of inferiority.","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","78-108","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Racism; Subordination (Psychology)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BWNSU6G","journalArticle","2018","RASCHKE, CARL","A PREFACE TO THE GENEALOGY OF NEOLIBERALISM.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/8684f9f8-c3c0-3b00-b910-21b0d62936d6","","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","109-125","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Neoliberalism; Genealogy; All Other Personal Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NW3QWAP","journalArticle","2018","RICHARD, ALAN JAY","DREAMING INNOCENCE IN AMERICA: PAUL TILLICH'S RADICAL THEOLOGY OF LIBERATION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/1db9536c-f440-3ced-bfa2-aa4e14594112","","2018","2026-02-05 00:51:19","2026-02-05 02:12:45","","126-156","","1","17","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Liberty; 1886-1965; Paul; Tillich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
